,subject_id,session_type,proportion,MSE,true_score,instantaneous_density,proportional_density,max_normed_density,z,pval_2t,metric,simulated_change,percentile,absolute_z
1,avatarRT_sub_10,WMP,BC,0.0035871079685296054,-0.02849229335033776,4.291552525865429,0.3634012749470144,0.36615807378346055,1.4435496845487028,0.14886568699893063,entropy,subselection,0.86000002,1.4435496845487028
2,avatarRT_sub_10,WMP,BC,0.017189658967755584,0.0034981627310548824,4.2780063330180375e-12,-0.004028123237658422,2.291785266781176e-13,6.103223165424329,1.0395053980862499e-09,variance,realignment,1.0000000199999999,6.103223165424329
3,avatarRT_sub_10,WMP,BC,0.05494003130384477,-0.02849229335033776,0.081920629472208,0.011953530317092552,0.01816082466583133,2.5532345828172107,0.01067275874481827,entropy,realignment,0.9980000200000001,2.5532345828172107
0,avatarRT_sub_11,IM,BC,0.00031712771478137374,0.05949057027089906,18.842424907264498,0.5549721758736299,0.5569529727528257,1.179725234096648,0.23810951423607196,variance,subselection,0.7560000199999999,1.179725234096648
1,avatarRT_sub_11,IM,BC,0.048835955267908605,0.14533609843897688,3.682331800649755e-05,-0.016705990239320286,4.956874063709515e-06,4.133392235308565,3.5744793461016294e-05,entropy,subselection,1.0000000199999999,4.133392235308565
2,avatarRT_sub_11,IM,BC,0.00306262559884895,0.05949057027089906,0.5603777340667595,0.004216798265827177,0.02435012864848991,3.0517097561307347,0.002275420048883848,variance,realignment,0.9980000200000001,3.0517097561307347
3,avatarRT_sub_11,IM,BC,0.025032039824275387,0.14533609843897688,1.3571829647617175,0.26899021062770145,0.27701968034149677,1.6018552017237944,0.10918763280635677,entropy,realignment,0.9120000199999998,1.6018552017237944
0,avatarRT_sub_11,WMP,BC,0.00016828045019586465,0.0032685516564457673,30.359760856421037,0.9116932207033062,0.9132086344242096,-0.5691686908946422,0.5692416658929729,variance,subselection,0.39999998,0.5691686908946422
1,avatarRT_sub_11,WMP,BC,0.023258070253549222,0.11656118894089662,0.1575878655248456,0.018936996134088935,0.02326659695277627,2.634708606337439,0.008420954095593815,entropy,subselection,0.99400002,2.634708606337439
2,avatarRT_sub_11,WMP,BC,0.0004712244836232776,0.0032685516564457673,17.205070021674928,0.9557948618261636,0.9562420044292227,0.06801396751105446,0.9457745155660442,variance,realignment,0.0860000199999999,0.06801396751105446
